DIRECTORIO,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,inseguro_caminando_solo_noche,inseguro_caminando_solo_dia,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,inseguro_discotecas,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral
607158,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,5,4,5
607158,2,2,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,5,5,5
607158,2,2,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,desempleo,no sabe,aumento,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
607158,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,disminuyo,aumento,aumento,no sabe,no sabe,aumento,disminuyo,no sabe,4,4,4
607159,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,4,3
607159,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,seguro,5,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,3
607159,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,inseguro,seguro,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
607159,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,seguro,no toma transporte publico,seguro,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,2,1
607160,2,3,5,2,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,4,3,2
607161,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,inseguro,no frecuenta puentes y peatonales,5,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,disminuyo,no sabe,disminuyo,4,3,3
607161,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,4,4
607161,2,3,2,2,disminuyo,no,inseguro,seguro,no frecuenta lugares comerciales,seguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
607162,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,4,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,no sabe,disminuyo,disminuyo,no sabe,4,3,3
607162,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
607162,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,aumento,disminuyo,disminuyo,no sabe,5,2,2
607162,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,4,2,2
607163,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,4,4
607163,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,5,5
607163,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,3,falta de educacion,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,5,5
607164,2,3,3,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,5,5
607164,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,no sabe,5,4,4
607164,2,3,5,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
607165,3,3,5,2,siguio igual,no,inseguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,4,3
607165,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,seguro,seguro,seguro,5,falta de educacion,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,3,3
607166,1,2,1,1,aumento,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
607167,2,4,3,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,3,3
607167,2,4,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,2,2
607168,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,4
607169,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,3,4
607169,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
607170,3,4,4,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,2,2
607170,4,4,3,3,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,2,2
607171,3,3,3,2,siguio igual,no,inseguro,inseguro,seguro,seguro,seguro,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,3,4
607171,2,3,3,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
607172,1,3,2,2,aumento,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
607172,2,2,2,2,disminuyo,si,inseguro,seguro,seguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,disminuyo,disminuyo,aumento,aumento,disminuyo,no sabe,disminuyo,disminuyo,no sabe,5,4,5
607173,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
607173,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,seguro,seguro,seguro,5,falta de educacion,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
607173,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
607173,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,disminuyo,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,5,5
607174,1,3,1,1,aumento,no,inseguro,inseguro,seguro,seguro,inseguro,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,2,2
607175,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,disminuyo,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,5,5
607175,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
607175,2,3,2,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,3,5
607176,1,3,1,1,aumento,no,inseguro,seguro,seguro,inseguro,inseguro,3,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
607176,2,3,2,3,disminuyo,si,inseguro,seguro,seguro,seguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,4,4,4
607176,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,disminuyo,disminuyo,disminuyo,disminuyo,aumento,no sabe,no sabe,no sabe,no sabe,4,5,5
607177,2,3,2,2,disminuyo,no,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,no sabe,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,4,3,4
607177,3,3,3,2,siguio igual,no,inseguro,no frecuenta parques,seguro,inseguro,inseguro,5,desempleo,aumento,no sabe,no sabe,aumento,disminuyo,aumento,no sabe,disminuyo,no sabe,no sabe,5,3,3
607177,3,3,3,2,siguio igual,no,inseguro,inseguro,seguro,inseguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,no sabe,no sabe,4,3,3
607177,3,3,3,2,siguio igual,si,inseguro,seguro,seguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,4
607177,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,aumento,no sabe,5,5,5
607178,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,5
607178,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3
607179,2,2,5,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,disminuyo,5,5,9
607180,3,3,5,3,siguio igual,si,seguro,no frecuenta parques,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,2,1
607181,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
607181,2,3,3,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,4
607182,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,el consumo de drogas,aumento,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,5,3,2
607182,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,5,falta de vigilacia policial,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,5,4
607183,3,3,4,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,1,2,2
607183,3,3,3,2,siguio igual,si,inseguro,seguro,seguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,4,3
607184,3,2,2,2,siguio igual,si,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,2
607184,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,3,4
607185,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,disminuyo,aumento,disminuyo,aumento,aumento,no sabe,no sabe,4,3,1
607185,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,2,falta de educacion,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,aumento,5,3,4
607186,3,3,5,2,siguio igual,si,inseguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,1
607187,3,3,3,2,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,no sabe,aumento,aumento,aumento,aumento,disminuyo,disminuyo,aumento,no sabe,no sabe,4,4,3
607188,2,2,3,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,disminuyo,aumento,disminuyo,aumento,no sabe,disminuyo,5,4,3
607189,3,4,3,3,siguio igual,no,seguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,3,3
607189,2,4,3,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,aumento,5,1,1
607190,2,3,3,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
607190,2,2,3,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
607190,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
607191,2,2,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,3,3
607192,2,2,5,3,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,4,4
607193,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
607193,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
607193,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,4,falta de educacion,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,disminuyo,5,4,3
607194,2,4,5,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,1,2
607194,2,4,3,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,3,3
607195,3,3,3,2,siguio igual,si,seguro,seguro,no frecuenta lugares comerciales,seguro,seguro,4,el consumo de drogas,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,2,5,9
607195,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,disminuyo,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,5
607196,1,2,5,2,aumento,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,disminuyo,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
607197,1,3,3,2,aumento,no,inseguro,inseguro,seguro,seguro,seguro,5,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,1
607197,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,4
607198,1,2,2,5,aumento,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
607198,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,3,2,3
607198,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
607199,2,3,5,5,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,otro,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,9,9,9
607200,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,4,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
607200,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
607200,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
607201,1,2,2,1,aumento,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,aumento,4,4,4
607202,2,2,5,5,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,2,2,2
607202,3,2,3,2,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,2,1,2
607203,3,3,4,3,siguio igual,si,inseguro,no frecuenta parques,seguro,no toma transporte publico,seguro,5,desempleo,aumento,aumento,disminuyo,aumento,aumento,disminuyo,disminuyo,disminuyo,disminuyo,aumento,3,3,3
607203,2,3,2,2,disminuyo,si,inseguro,inseguro,seguro,no toma transporte publico,seguro,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,4,3
607203,3,2,4,2,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,5,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,3,3
607204,2,2,5,2,disminuyo,si,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,otro,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
607204,2,2,5,2,disminuyo,si,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,otro,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
607205,3,3,5,2,siguio igual,si,inseguro,no frecuenta parques,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,aumento,5,9,9
